|0|;|Mon Jan 05 12:26:55 +0000 2015|;|136|;|rt AT_USER dilma vai vetar correção de 65% no imposto de renda URL URL|
|0|;|Mon Jan 05 12:25:43 +0000 2015|;|0|;|a verdade dos fatos-wagner está fora do núcleo político da presidente dilma diz revista - 04012015 URL via AT_USER|
|0|;|Mon Jan 05 12:23:13 +0000 2015|;|1|;|rt AT_USER pablotimbeta presidente dilma receberá demandas por carol brito da folha de pernambuco são josé do egito – a URL|
|2|;|Mon Jan 05 12:21:05 +0000 2015|;|0|;|bronca de dilma rousseff freia equipe mas ajuste continua a trombada da presidente dilma rousseff com o mi URL|
|0|;|Mon Jan 05 12:17:32 +0000 2015|;|1|;|pablotimbeta presidente dilma receberá demandas por carol brito da folha de pernambuco são josé do egito – a URL|
|2|;|Mon Jan 05 12:14:00 +0000 2015|;|0|;|continuam as críticas ao discurso de presidente dilma rousseff quando de sua posse para novo mandato|
|0|;|Mon Jan 05 12:11:19 +0000 2015|;|0|;|leiam dilma tenta desatar nós da política e da economia - na política a presidente terá de resolver a disputa en URL|
|3|;|Mon Jan 05 12:00:35 +0000 2015|;|1|;|rt AT_USER pra galera que não curte a dilma enquanto presidente e por isso ofende ela como pessoa cês são muito otários|
|0|;|Mon Jan 05 11:57:01 +0000 2015|;|0|;|dilma tenta desatar nós da política e da economia brasília - ao retornar do descanso na bahia na quarta-feira a presidente dilma r|
|0|;|Mon Jan 05 11:54:00 +0000 2015|;|1|;|rt AT_USER presidente da câmara vira alvo de piadas após levar susto com tiro e olhar se dilma foi atingida URL|
