|Mon Jan 19 03:04:34 +0000 2015|;|0|;|não sei se fico feliz ou triste com essa abertura do sisu|
|Mon Jan 19 03:04:32 +0000 2015|;|0|;|abriu o sisu porra corre|
|Mon Jan 19 03:04:30 +0000 2015|;|0|;|coisa feia isso dra vandrielle querendo roubar a vaga dos amiguinhos pelo sisu hein|
|Mon Jan 19 03:04:23 +0000 2015|;|0|;|inscrição no sisu feita agora resta a ansiedade até saírem as notas de corte|
|Mon Jan 19 03:04:21 +0000 2015|;|0|;|minhas opções no sisu1 artes e design jf 2 jornalismo jf 3 publicidade estacio 4 bramil 5 revendedor jequiti|
|Mon Jan 19 03:04:20 +0000 2015|;|0|;|alguém avisa pro meu irmão que eu tô cagando pra inscrição dele no sisu|
|Mon Jan 19 03:04:19 +0000 2015|;|0|;|inscrição do sisu feita agora é torcer e esperar 🙏🙏|
|Mon Jan 19 03:04:19 +0000 2015|;|0|;|socorro que duvida essas coisas do sisu|
|Mon Jan 19 03:04:18 +0000 2015|;|0|;|hoje abre o sisu e eu aqui com essa disgreta de internet aproveitem e façam a festa migos|
|Mon Jan 19 03:04:17 +0000 2015|;|1|;|rt AT_USER pesquisando vaga de otário no sisu|
|Mon Jan 19 03:04:17 +0000 2015|;|0|;|a verdade é que nenhum curso que eu realmente queira funciona com o sisu estou chocada|
|Mon Jan 19 03:04:16 +0000 2015|;|0|;|voces fizeram a inscrição do sisu|
|Mon Jan 19 03:04:16 +0000 2015|;|0|;|o sisu tem algo contra mim|
|Mon Jan 19 03:04:14 +0000 2015|;|0|;|sisu poderia ter mais que 2 opções|
|Mon Jan 19 03:04:14 +0000 2015|;|1|;|mas vou ter fé afinal nem tudo está perdido o sisu apenas começou|
|Mon Jan 19 03:04:14 +0000 2015|;|1|;|aquela difícil decisão de escolher curso no sisu quando na verdade nenhum dos cursos que vc quer tem no sisu|
|Mon Jan 19 03:04:12 +0000 2015|;|0|;|aqui pensando qual curso aleatório colocarei no sisu de segunda opção 😂|
|Mon Jan 19 03:04:12 +0000 2015|;|0|;|pra te conquistar (sisu) eu tentei ser incrível|
|Mon Jan 19 03:04:10 +0000 2015|;|0|;|fiz a inscrição no sisu e fiquei em dúvida entre letras-português e letras-português d|
|Mon Jan 19 03:04:07 +0000 2015|;|0|;|tnmania sisu abre inscrições para mais de 205 mil vagas em universidades públicas começam nesta segunda-feir URL|
|Mon Jan 19 03:04:07 +0000 2015|;|1|;|rt AT_USER ciencias hotarias pelo sisu aqui vou eu|
|Mon Jan 19 03:04:03 +0000 2015|;|1|;|pesquisando vaga de otário no sisu|
|Mon Jan 19 03:04:01 +0000 2015|;|1|;|rt AT_USER olhando o sisu e vendo que a ufpe substituiu o curso de rádio e tv pelo de comunicação social tava mais que na hora já|
|Mon Jan 19 03:04:01 +0000 2015|;|0|;|ih fudeu o site do sisu abriu amigos|
|Mon Jan 19 03:04:00 +0000 2015|;|0|;|realmente esse negocio do sisu é coisa do demônio|
|Mon Jan 19 03:04:00 +0000 2015|;|0|;|todo mundo nervoso com o sisu exceto euzinha que já sei que não vou passar (de novo)|
|Mon Jan 19 03:03:56 +0000 2015|;|0|;|bem que os concorrentes poderiam esquecer do sisu né|
|Mon Jan 19 03:03:56 +0000 2015|;|0|;|nervoso com o sisu|
|Mon Jan 19 03:03:56 +0000 2015|;|0|;|saiu a nota do sisu e eu n sei oq dizer so oq sentir ai meu deus|
|Mon Jan 19 03:03:54 +0000 2015|;|0|;|AT_USER eu tentei medicina só na estadual da minha cidade no vestibular mesmo no sisu passar na ufpr nem em sonho|
|Mon Jan 19 03:03:54 +0000 2015|;|28|;|sei nem porque me inscrevi depois dessa vergonha acho que a minha nota conseguiu superar o 7x1 no quesito humilhação sisu|
|Mon Jan 19 03:03:53 +0000 2015|;|0|;|esse pessoal desesperado com o sisu me faz ficar feliz da zona de conforto que eu to agora (que acaba ano que vem)|
|Mon Jan 19 03:03:53 +0000 2015|;|2|;|rt AT_USER esse sisu podia atualizar logo né 24h é muito tempo|
|Mon Jan 19 03:03:51 +0000 2015|;|0|;|sisu aberto coraçao saindo pela boca|
|Mon Jan 19 03:03:50 +0000 2015|;|0|;|colocando esses cursos no sisu mas provavelmente nem vou wqeçlekwqe|
|Mon Jan 19 03:03:49 +0000 2015|;|0|;|o que colocar na segunda opção  sisu|
|Mon Jan 19 03:03:49 +0000 2015|;|0|;|sisu apronte-se que vou lhe usar sisu2015 enem2014 medicinaveterinária unipampa ufpel|
|Mon Jan 19 03:03:49 +0000 2015|;|0|;|AT_USER tava olhando sua cidade aqui no site do sisu e quase não tem opções|
|Mon Jan 19 03:03:47 +0000 2015|;|0|;|vou começar a tirar as xerox dos documentos pro sisu do ano que vem já|
|Mon Jan 19 03:03:47 +0000 2015|;|3|;|rt AT_USER inscrita no sisu agora vamos na fé|
|Mon Jan 19 03:03:46 +0000 2015|;|1|;|rt AT_USER po aumenta minha nota aí sisu|
|Mon Jan 19 03:03:44 +0000 2015|;|0|;|pesquisando aqui biotec no sisu e escolhendo a instituição por turno sai de mim integral pode vir noturno|
|Mon Jan 19 03:03:44 +0000 2015|;|1|;|e a dilma jumenta postando esse videozinho motivacional do sisu my ass|
|Mon Jan 19 03:03:43 +0000 2015|;|2|;|sisu abriu mas meu cu lacrou|
|Mon Jan 19 03:03:42 +0000 2015|;|0|;|acho q não vou colocar nada no sisu não|
|Mon Jan 19 03:03:41 +0000 2015|;|0|;|ja pode se inscrever no sisu|
|Mon Jan 19 03:03:41 +0000 2015|;|0|;|AT_USER AT_USER AT_USER AT_USER AT_USER sisu mozão|
|Mon Jan 19 03:03:40 +0000 2015|;|1|;|ciencias hotarias pelo sisu aqui vou eu|
|Mon Jan 19 03:03:40 +0000 2015|;|0|;|últimas notícias - sisu abre inscrições para 2055 mil vagas em instituições públicas URL|
|Mon Jan 19 03:03:39 +0000 2015|;|2|;|rt AT_USER enemsisu me assusta mais que filme de terror|
|Mon Jan 19 03:03:38 +0000 2015|;|0|;|coloquei no sisu alfenas e goias adivinhem porque|
|Mon Jan 19 03:03:38 +0000 2015|;|0|;|cuida amiguinho as inscrições para o sisu começaram vai colocar o curso que dá para a nota sem pressão 😏|
|Mon Jan 19 03:03:38 +0000 2015|;|0|;|falta uma hora so pra sair o primeiro resultado do sisu mas vao me acordar cedo amanha pra praia entao|
|Mon Jan 19 03:03:37 +0000 2015|;|0|;|inscrição feita no sisu e a ansiedade já tá a mil|
|Mon Jan 19 03:03:36 +0000 2015|;|0|;|porra o sisu já começou e essa internet lixo n ajuda 😭|
|Mon Jan 19 03:03:36 +0000 2015|;|0|;|quem precisa de sisu eu tenho internet da vivo fazendo download a 700 kbs|
|Mon Jan 19 03:03:35 +0000 2015|;|0|;|mensagem subliminar sisu se inverter fica susi boneca escoria da barbie que morreu tragicamente tentando aplicar hidrogel na perna|
|Mon Jan 19 03:03:33 +0000 2015|;|0|;|me preparando pro discurso o importante é competir pós sisu|
|Mon Jan 19 03:03:33 +0000 2015|;|0|;|olhando aqui o sisu o único curso noturno na ufpi é biologia todos os outros são integrais poxa|
|Mon Jan 19 03:03:32 +0000 2015|;|0|;|AT_USER do sisu bb abriu o site já|
|Mon Jan 19 03:03:30 +0000 2015|;|0|;|AT_USER botei pra jornalismo tb kk só pra dizer que me inscrevi no sisu|
|Mon Jan 19 03:03:27 +0000 2015|;|1|;|rt AT_USER AT_USER sisu meu ovo vem 18ão|
|Mon Jan 19 03:03:26 +0000 2015|;|1|;|eu já estavaestou tão desencanado de faculdade federal que agora to com medo de conseguir alguma pelo sisu|
|Mon Jan 19 03:03:25 +0000 2015|;|0|;|AT_USER eu votei nela então exijo minha retribuição hahaha e vc iá fez sua inscrição no sisu|
|Mon Jan 19 03:03:25 +0000 2015|;|0|;|quero brincar de sisu|
|Mon Jan 19 03:03:25 +0000 2015|;|2|;|rt AT_USER betacaralhudosan inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda 40% d URL betac…|
|Mon Jan 19 03:03:24 +0000 2015|;|2|;|não vou nem olhar o sisu pq meu começo de ano tá sendo perfeito e não quero estragar|
|Mon Jan 19 03:03:23 +0000 2015|;|0|;|é claro que tem esse sisu está louco|
|Mon Jan 19 03:03:22 +0000 2015|;|0|;|já pode se inscrever no sisu né vou ver onde dá pra eu fazer faculdade|
|Mon Jan 19 03:03:19 +0000 2015|;|0|;|o legal desse sisu é que no primeiro dia eu passo pra medicina e no ultimo eu to tentando entrar até no acre em administração da mata|
|Mon Jan 19 03:03:18 +0000 2015|;|1|;|rt AT_USER que o sisu me ajude 🙏🙏|
|Mon Jan 19 03:03:15 +0000 2015|;|0|;|fi to fazendo minha inscrição do sisu ai meu deus e agora|
|Mon Jan 19 03:03:15 +0000 2015|;|0|;|eu nem sei que facul vou colocar no sisu|
|Mon Jan 19 03:03:13 +0000 2015|;|0|;|vou sair das redes sociais ver vocês falando de sisu enem e afins me deprime pq eu perdi a maldita prova tchau mores|
|Mon Jan 19 03:03:13 +0000 2015|;|0|;|bb AT_USER inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda URL bb15 globo bb15|
|Mon Jan 19 03:03:13 +0000 2015|;|0|;|eu estudei o ano passado todinho pra tentar sisu pra geografia na udesc|
|Mon Jan 19 03:03:11 +0000 2015|;|0|;|sisu abriu e eu ainda não decidi o curso êa blzura|
|Mon Jan 19 03:03:10 +0000 2015|;|0|;|inscrição no sisu feita já lol|
|Mon Jan 19 03:03:09 +0000 2015|;|0|;|com a nota que eu tirei no enem nem tenho coragem de jogar no sisu pq vou me sentir aomilhada|
|Mon Jan 19 03:03:06 +0000 2015|;|0|;|caralho esqueci do sisu|
|Mon Jan 19 03:03:04 +0000 2015|;|0|;|já fiz a inscrição no sisu e agora é só orar bastante porque minha nota|
|Mon Jan 19 03:03:02 +0000 2015|;|0|;|medo de me inscrever no sisu pq sei q não vou passar em nenhum lugar 😟|
|Mon Jan 19 03:03:00 +0000 2015|;|1|;|po aumenta minha nota aí sisu|
|Mon Jan 19 03:02:59 +0000 2015|;|0|;|pensando em nem entrar mais no sisu só no ultimo dia pra ver o estrago|
|Mon Jan 19 03:02:59 +0000 2015|;|0|;|vontadezinha de morrer com esse sisu|
|Mon Jan 19 03:02:58 +0000 2015|;|0|;|vou me inscrever no sisu só de zoas|
|Mon Jan 19 03:02:57 +0000 2015|;|0|;|to velho dois anos que botei meu nome no sisu 😢|
|Mon Jan 19 03:02:55 +0000 2015|;|0|;|AT_USER depois vc me conta desse sisu q ja ta me deixando louca tambem|
|Mon Jan 19 03:02:53 +0000 2015|;|0|;|ô coisa sem sentido é o sisu no primeiro dia|
|Mon Jan 19 03:02:49 +0000 2015|;|0|;|não nos deixe fora do sisu mas livrai-nos da lista de espera amém|
|Mon Jan 19 03:02:49 +0000 2015|;|0|;|inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda|
|Mon Jan 19 03:02:48 +0000 2015|;|0|;|ah é tem sisu hj tb|
|Mon Jan 19 03:02:48 +0000 2015|;|0|;|inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda vestibular|
|Mon Jan 19 03:02:47 +0000 2015|;|0|;|me inscrevi no sisu porém conformada q n vou passar kaka tamo ai|
|Mon Jan 19 03:02:47 +0000 2015|;|0|;|sisu abriu vamo ver no que dá isso né vou por ri na ufabc|
|Mon Jan 19 03:02:47 +0000 2015|;|0|;|já que minha nota foi uma bosta só me resta rir da minha própria desgraça sisu|
|Mon Jan 19 03:02:45 +0000 2015|;|1|;|sistema sisu jogos vorazes desmaiei|
|Mon Jan 19 03:02:44 +0000 2015|;|0|;|inscrição no sisu ✔️|
|Mon Jan 19 03:02:43 +0000 2015|;|0|;|muito chateada que só pode se inscrever no sisu quem fez enem em 2014|
|Mon Jan 19 03:02:43 +0000 2015|;|0|;|fiz minha inscrição no sisu pra vendedora de paçoca|
|Mon Jan 19 03:02:42 +0000 2015|;|0|;|me emociono com o sisu lindinho assim p mim sem tá congestionado que amor mamãe|
|Mon Jan 19 03:02:42 +0000 2015|;|0|;|minha falta de vergonha na cara é sem limites né super me inscrevi no sisu com essa notinha|
|Mon Jan 19 03:02:40 +0000 2015|;|0|;|como assim sisu|
|Mon Jan 19 03:02:40 +0000 2015|;|4|;|fui olhar no sisu pra ver se tinha a opção de tia da cantina porque é a única coisa que eu iria conseguir com a minha nota do enem|
|Mon Jan 19 03:02:39 +0000 2015|;|0|;|AT_USER pelo meno vc entrou no sisu né querida|
|Mon Jan 19 03:02:37 +0000 2015|;|0|;|foi o sisu deus ajude|
|Mon Jan 19 03:02:36 +0000 2015|;|0|;|sisu se tu soubesses como não te aguento|
|Mon Jan 19 03:02:36 +0000 2015|;|0|;|ponto de corte dessa joça de sisu só sai amanhã eu vou ficar é louca gsuis|
|Mon Jan 19 03:02:36 +0000 2015|;|0|;|aqui fazendo inscrição do sisu de boassaprovavelmente vai ser só zueiraa mexmo|
|Mon Jan 19 03:02:34 +0000 2015|;|2|;|enemsisu me assusta mais que filme de terror|
|Mon Jan 19 03:02:34 +0000 2015|;|1|;|rt AT_USER já me inscrevi no sisu agora é conversar com o cara lá em cima pra ver se ele ajuda porque só assim|
|Mon Jan 19 03:02:32 +0000 2015|;|0|;|curso nosso que estás no sisu santificada seja nossa nota venha o curso ao vosso reino seja feita a nossa vontade assim como no sisu|
|Mon Jan 19 03:02:31 +0000 2015|;|0|;|nasceu o menino sisu|
|Mon Jan 19 03:02:29 +0000 2015|;|0|;|lavou a mão rt milena lopes milenadesouza  isabella querendo falar de sisu caguei pro sisu|
|Mon Jan 19 03:02:29 +0000 2015|;|0|;|bora ver se consigo arranjar alguma coisa nesse sisu|
|Mon Jan 19 03:02:27 +0000 2015|;|1|;|é muito nervoso pra pouca oportunidade no sisu|
|Mon Jan 19 03:02:26 +0000 2015|;|0|;|agora que lembrei do sisu|
|Mon Jan 19 03:02:26 +0000 2015|;|0|;|entrei no site do sisu não faço ideia de que curso colocar desperdicei 2 dias da minha vida pra ter que refazer o enem ano que vem|
|Mon Jan 19 03:02:25 +0000 2015|;|0|;|AT_USER semana do sisu é uma das piores do ano|
|Mon Jan 19 03:02:23 +0000 2015|;|0|;|ai galera (pra quem não sabe) sisu já está aberto|
|Mon Jan 19 03:02:23 +0000 2015|;|1|;|prefiro não comentar minha situação nessa inscrição do sisu|
|Mon Jan 19 03:02:23 +0000 2015|;|0|;|beleza a ufmg saiu da lista do sisu esquece bh joão paulo|
|Mon Jan 19 03:02:22 +0000 2015|;|0|;|inscrição no sisu realizada com sucesso agora é aguardar |
|Mon Jan 19 03:02:22 +0000 2015|;|1|;|ia fazer minha inscriçao do sisu maas quero ver a nota de corte primeiro e so sai dia 20|
|Mon Jan 19 03:02:22 +0000 2015|;|0|;|inscrição no sisu feita unb ou federal do recife que me aguardem to chegando|
|Mon Jan 19 03:02:22 +0000 2015|;|0|;|pelo menos tem como ficar vendo a nota de corte do sisu|
|Mon Jan 19 03:02:21 +0000 2015|;|3|;|rt AT_USER vou olhar o site o sisu pera xenaconbrasil|
|Mon Jan 19 03:02:20 +0000 2015|;|0|;|eu nesse sisu URL|
|Mon Jan 19 03:02:16 +0000 2015|;|0|;|fiz as inscrições no sisu vamo vê no q da né|
|Mon Jan 19 03:02:15 +0000 2015|;|0|;|isso pq ainda não abri o sisu|
|Mon Jan 19 03:02:15 +0000 2015|;|0|;|vou me inscrever no sisu só pela zoeira vai que eu passo né|
|Mon Jan 19 03:02:14 +0000 2015|;|0|;|não sei nem pra quê me inscrevi no sisu já que not gonna happen dude|
|Mon Jan 19 03:02:14 +0000 2015|;|0|;|minha media no sisu ficou maior em veterinária do que em biologia sjsvsnnsnd|
|Mon Jan 19 03:02:13 +0000 2015|;|0|;|abriu o sisu já botei minhas duas opções e fim não entro mais nesse site seja o que deus quiser 🙏😔|
|Mon Jan 19 03:02:12 +0000 2015|;|0|;|é sisu já abriu|
|Mon Jan 19 03:02:12 +0000 2015|;|0|;|AT_USER que o sisu te ouça e nos dois passemos|
|Mon Jan 19 03:02:11 +0000 2015|;|0|;|e esse sisu seja oque deus quiser enem2014 sisu|
|Mon Jan 19 03:02:09 +0000 2015|;|1|;|rt AT_USER personalizada inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda 40% das vagas são destinad http…|
|Mon Jan 19 03:02:08 +0000 2015|;|1|;|já me inscrevi no sisu agora é conversar com o cara lá em cima pra ver se ele ajuda porque só assim|
|Mon Jan 19 03:02:05 +0000 2015|;|0|;|essa inscrição no sisu me fez o roer o pouco de unha que eu tinha|
|Mon Jan 19 03:02:03 +0000 2015|;|0|;|acho que não consigo nd c essa nota pelo sisu|
|Mon Jan 19 03:02:03 +0000 2015|;|0|;|bora lá brincar de sisu|
|Mon Jan 19 03:02:02 +0000 2015|;|0|;|feita a inscrição no sisu agora é só esperar|
|Mon Jan 19 03:02:01 +0000 2015|;|0|;|vou dormir  amanhã faço minha inscrição pro sisu |
|Mon Jan 19 03:01:58 +0000 2015|;|0|;|AT_USER no site do sisu ano passado tinha|
|Mon Jan 19 03:01:56 +0000 2015|;|0|;|sisu só amanha|
|Mon Jan 19 03:01:56 +0000 2015|;|0|;|bora sisu já entrei e me inscrevi pode fechar já|
|Mon Jan 19 03:01:53 +0000 2015|;|0|;|sisu aprendeu com o erro do inep e já abriu as inscrições|
|Mon Jan 19 03:01:53 +0000 2015|;|1|;|me iludindo um pouco no sisu|
|Mon Jan 19 03:01:51 +0000 2015|;|4|;|inscrição no sisu feita seja o que minha nota quiser|
|Mon Jan 19 03:01:51 +0000 2015|;|1|;|rt AT_USER ta de sacanagem só 30 vagas pra biomedicina na uff em niterói pqp esse sisu|
|Mon Jan 19 03:01:50 +0000 2015|;|0|;|coloquei sociais e jornalismo no sisu|
|Mon Jan 19 03:01:50 +0000 2015|;|0|;|qual a nota de corte do sisu pra ser uma espiã demais na whoohp|
|Mon Jan 19 03:01:50 +0000 2015|;|0|;|coloquei uemg e ufg no sisu|
|Mon Jan 19 03:01:50 +0000 2015|;|0|;|AT_USER olha o 22 e 23 URL|
|Mon Jan 19 03:01:50 +0000 2015|;|1|;|rt AT_USER no sisu vem escrito preto pensei que fosse crime|
|Mon Jan 19 03:01:50 +0000 2015|;|0|;|boa sorte para todos e boas escolhas 😌 sisu|
|Mon Jan 19 03:01:48 +0000 2015|;|2|;|sisu poderia abrir só no fim do dia assim eu não esperaria tanto pela nota de corte|
|Mon Jan 19 03:01:48 +0000 2015|;|0|;|consegui entra no sisu mas ae né cade o numero de inscrição ae travo tudo e fudeu o bag todo|
|Mon Jan 19 03:01:47 +0000 2015|;|0|;|já abriram as inscrições para o sisu e eu não sei o que fazer ainda =|
|Mon Jan 19 03:01:46 +0000 2015|;|0|;|hoje sai o sisu neste momento queria estar em coma por uns dias|
|Mon Jan 19 03:01:45 +0000 2015|;|0|;|e que já olhei a lista do sisu 50 vezes e não consigo marcar nem uma imagine duas opções|
|Mon Jan 19 03:01:44 +0000 2015|;|0|;|devidamente inscrita no sisu acho que a primeira hahahaseja o que deus quiseramém|
|Mon Jan 19 03:01:43 +0000 2015|;|0|;|é uma delícia saber que as minhas opções de curso não estão no sisu|
|Mon Jan 19 03:01:43 +0000 2015|;|0|;|nem vou fazer minha inscrição pro sisu|
|Mon Jan 19 03:01:42 +0000 2015|;|0|;|inscrito no sisu porém sem muita fé de que irei passar 😕|
|Mon Jan 19 03:01:41 +0000 2015|;|0|;|eu vou pra uff se for depender de oração e de sisu jesus me ajuda|
|Mon Jan 19 03:01:40 +0000 2015|;|0|;|não da pra cobrar nd de mim nesse sisu ne enquanto a galera estudava quimica história geografia eu estudava concreto|
|Mon Jan 19 03:01:38 +0000 2015|;|2|;|rt AT_USER rindo e chorando com o sisu|
|Mon Jan 19 03:01:36 +0000 2015|;|0|;|extremamente em dúvida com a segunda opção do sisu|
|Mon Jan 19 03:01:35 +0000 2015|;|0|;|a guerra começou sisu|
|Mon Jan 19 03:01:35 +0000 2015|;|1|;|olha a hora que ces vão se inscrever no sisu vão dormir sei lá ser feliz um pouco|
|Mon Jan 19 03:01:35 +0000 2015|;|0|;|aguardando já o mata-mata de amanhã nas inscrições no sisueita que vai ser trabalhoso|
|Mon Jan 19 03:01:34 +0000 2015|;|0|;|AT_USER yeay &lt33 pera então já saiu o resultado do sisu|
|Mon Jan 19 03:01:32 +0000 2015|;|0|;|eeita bosta ainda tem esse sisu dane-se to sem saco pra isso amanha resolvo hehehe xenaconbrasil|
|Mon Jan 19 03:01:28 +0000 2015|;|0|;|que comece a guerra no sisu onde não existem amigos tudo por uma vaga|
|Mon Jan 19 03:01:25 +0000 2015|;|0|;|me escrevi no sisu mas eu ainda vou pro segundo ano será que tem problema¿|
|Mon Jan 19 03:01:23 +0000 2015|;|0|;|quando tomar banho vou despertar tenho que ler uns textão sobre o sisu êe vida bandida|
|Mon Jan 19 03:01:22 +0000 2015|;|1|;|esse sisu só me deu dor de cabeça|
|Mon Jan 19 03:01:21 +0000 2015|;|0|;|ia fazer a inscriçao p sisu mais n sei oq escolher entao vou desistir (|
|Mon Jan 19 03:01:19 +0000 2015|;|0|;|me inscrevo no sisu ou ele vai achar que eu to de sacanagem|
|Mon Jan 19 03:01:18 +0000 2015|;|0|;|eu preciso de um apoio psicológico nessa semana devido ao sisu só que aqui em casa não ta rolado ¬¬|
|Mon Jan 19 03:01:17 +0000 2015|;|0|;|não consigo entrar no sisu q ódio 😒|
|Mon Jan 19 03:01:16 +0000 2015|;|0|;|AT_USER bebê urso cê vai se inscrever pro sisu|
|Mon Jan 19 03:01:15 +0000 2015|;|0|;|um grupo para de falar de moralidade cristã e outro começa a falar de sisuqual faculdade é melhor não pago internet pra isso|
|Mon Jan 19 03:01:15 +0000 2015|;|0|;|procurando faculdade no sisu percebi porque eu quero tanto sair do pará que merda viu|
|Mon Jan 19 03:01:14 +0000 2015|;|0|;|AT_USER vou ter q por como segunda opção mas eu odeio calor o sotaque deles me irrita e meu namoro acaba sisu mt injusto ((|
|Mon Jan 19 03:01:12 +0000 2015|;|0|;|deus me ajude no sisu|
|Mon Jan 19 03:01:12 +0000 2015|;|0|;|AT_USER então menina ta nova ainda rlx e estuda nesse sisu coloca sua nota nas faculdades já vai vendo como é pq experiência é tudo|
|Mon Jan 19 03:01:11 +0000 2015|;|0|;|inscrito no sisu com sucesso ✅😂😂|
|Mon Jan 19 03:01:11 +0000 2015|;|7|;|eu vendo a nota no sisu URL|
|Mon Jan 19 03:01:10 +0000 2015|;|0|;|AT_USER tudo kk entra no site do sisu e olha qualquer coisa igual a mim ano passado eu não passei em nada ano passado kk|
|Mon Jan 19 03:01:08 +0000 2015|;|0|;|me inscrevi no sisu por motivos de nem sei|
|Mon Jan 19 03:01:06 +0000 2015|;|0|;|fiz minha inscrição no sisu com o coração na mão aqui|
|Mon Jan 19 03:01:06 +0000 2015|;|0|;|AT_USER pode coisar no sisu mesmo nao indo cursar|
|Mon Jan 19 03:01:02 +0000 2015|;|0|;|mano essas fotos do heavy baile vao me foder mais que esse sisu|
|Mon Jan 19 03:01:01 +0000 2015|;|0|;|inscrição do sisu feita deus abençoe|
|Mon Jan 19 03:01:01 +0000 2015|;|0|;|todo mundo no site do sisu que tá congestionando kk|
|Mon Jan 19 03:01:01 +0000 2015|;|0|;|acabei de me inscrever pro sisu e tô quase me vomitando de emoção|
|Mon Jan 19 03:00:58 +0000 2015|;|0|;|estava tão ansioso pra fazer as inscrições no sisu q nem esperei as notas de corte rs|
|Mon Jan 19 03:00:57 +0000 2015|;|0|;|alguem me explica pq esse sisu nao tem meu curso|
|Mon Jan 19 03:00:54 +0000 2015|;|0|;|ouvindo the cure enquanto dou umas rezada pedindo força e indo me escrever no sisu|
|Mon Jan 19 03:00:54 +0000 2015|;|1|;|de quanto sera que vai ta a nota de corte pra vender minha arte na praia sisu|
|Mon Jan 19 03:00:53 +0000 2015|;|0|;|eu nao mereço sisu sas hora|
|Mon Jan 19 03:00:53 +0000 2015|;|0|;|ai gente o sisu é tudo de bom né amo muito passar meus próximos 3 dias com o cu na mão conferindo se tô dentro =^-^=|
|Mon Jan 19 03:00:53 +0000 2015|;|0|;|sisu abriu aproveitem|
|Mon Jan 19 03:00:50 +0000 2015|;|0|;|cheguei agora da festa agora vou começar a batalha do sisu|
|Mon Jan 19 03:00:48 +0000 2015|;|0|;|eu só consigo me inscrever no sisu depois que sai a primeira nota de corte|
|Mon Jan 19 03:00:47 +0000 2015|;|0|;|mas serião não sei pro que me inscrevo no sisu|
|Mon Jan 19 03:00:47 +0000 2015|;|1|;|rt AT_USER tinha q ter cota p asiático no sisu|
|Mon Jan 19 03:00:45 +0000 2015|;|1|;|rt AT_USER partiu ficar sem sono por causa do sisu|
|Mon Jan 19 03:00:44 +0000 2015|;|2|;|querendo estar morta sisu|
|Mon Jan 19 03:00:42 +0000 2015|;|0|;|sisu pior que a escolha de sofia|
|Mon Jan 19 03:00:42 +0000 2015|;|0|;|sdds sisu ehehe brincs|
|Mon Jan 19 03:00:41 +0000 2015|;|0|;|AT_USER brincadeira miga tá aqui URL|
|Mon Jan 19 03:00:40 +0000 2015|;|0|;|a page do sisu enem e prouni disse que eles abriram as vagas e não tem nada disso|
|Mon Jan 19 03:00:40 +0000 2015|;|1|;|rt AT_USER só acho que sisu tinha q ser por ordem de chegada kk pqp que faase|
|Mon Jan 19 03:00:37 +0000 2015|;|0|;|inscrições do sisu aberta o|
|Mon Jan 19 03:00:35 +0000 2015|;|1|;|rt AT_USER personalizada1 sisu abre inscrições para mais de 205 mil vagas em universidades públicas começam nesta segun URL|
|Mon Jan 19 03:00:34 +0000 2015|;|0|;|abriu as inscrições para o sisu aiaiaiai|
|Mon Jan 19 03:00:33 +0000 2015|;|0|;|gente ceis acha que com 612 pontos eu consigo alguma coisa no sisu|
|Mon Jan 19 03:00:32 +0000 2015|;|1|;|e o medo de cagar no sisu|
|Mon Jan 19 03:00:31 +0000 2015|;|0|;|opção de curso dois no sisu - técnico em enxugamento sanitário de aeroporto no ceará|
|Mon Jan 19 03:00:30 +0000 2015|;|0|;|sisu foi minha decepção de 2013|
|Mon Jan 19 03:00:28 +0000 2015|;|3|;|vou olhar o site o sisu pera xenaconbrasil|
|Mon Jan 19 03:00:28 +0000 2015|;|0|;|um dia eu ainda descubro por que jornalismo tem tantos nomes fazendo a inscrição do sisu fico perdida|
|Mon Jan 19 03:00:28 +0000 2015|;|1|;|só acho que sisu tinha q ser por ordem de chegada kk pqp que faase|
|Mon Jan 19 03:00:27 +0000 2015|;|0|;|amanhã talvez eu tente me inscrever em algo pelo sisu mas não tô muito afim não tenho internet direito e não vou passar pra nada msm|
|Mon Jan 19 03:00:26 +0000 2015|;|0|;|ai jesus  vamo que vamo  tomara que de certo haha sisu URL|
|Mon Jan 19 03:00:24 +0000 2015|;|0|;|n estou preparada psicologicamente para o sisu|
|Mon Jan 19 03:00:23 +0000 2015|;|0|;|p matar a ansiedade de muitos rt AT_USER sisu abre inscrições para mais de 205 mil vagas em universidades públicas URL|
|Mon Jan 19 03:00:22 +0000 2015|;|0|;|vamos sisu me dê um motivo para continuar hahahah|
|Mon Jan 19 03:00:20 +0000 2015|;|1|;|rt AT_USER fiz a inscrição p sisu e seja o que deus quiser|
|Mon Jan 19 03:00:17 +0000 2015|;|0|;|amanha começa a inscrição do sisu  ai mds|
|Mon Jan 19 03:00:15 +0000 2015|;|0|;|vou me inscrever no sisu só por experiência mesmo pq olha|
|Mon Jan 19 03:00:15 +0000 2015|;|0|;|e começou o sisu boa sorte à todos|
|Mon Jan 19 03:00:14 +0000 2015|;|0|;|é sisu já tá aí vou jogar meu fifa que é o melhor melhor que eu faço kk aí meu corassaum|
|Mon Jan 19 03:00:10 +0000 2015|;|0|;|olhando pra minhas opções do sisu vislumbrando o futuro|
